Location,Area (sqm),Property Type,Bedrooms,Bathrooms,Building Age (years),Furnishing Status,Floor Level,Amenities,Nearby Facility,Price 2023 (EGP),Price 2024 (EGP),Price 2025 (EGP)
Nasr City,364,Villa,3,3,3,Unfurnished,3,Garden,Metro Station,"4,250,942","5,266,078","6,486,390"
Nasr City,378,Villa,2,1,28,Semi-Furnished,0,None,Hospital,"3,506,991","4,889,784","6,078,196"
Sheikh Zayed,270,Apartment,3,1,9,Furnished,16,Garden,Hospital,"2,656,802","3,307,777","3,835,487"
6th of October,211,Villa,4,1,11,Furnished,16,None,Mall,"1,911,220","2,597,471","3,103,993"
Nasr City,168,Villa,3,2,28,Semi-Furnished,6,Garden,Metro Station,"1,780,020","2,272,409","2,689,954"
Maadi,135,Apartment,5,3,13,Semi-Furnished,19,Gym,Mall,"1,815,870","2,201,922","2,723,929"
Maadi,89,Villa,1,1,15,Unfurnished,14,Swimming Pool,Metro Station,"1,390,178","1,648,383","1,909,409"
Nasr City,373,Villa,4,1,21,Semi-Furnished,12,None,Mall,"4,559,270","5,293,162","6,198,888"
6th of October,176,Villa,4,2,17,Semi-Furnished,1,Gym,Mall,"1,236,592","1,642,862","2,012,912"
Maadi,251,Villa,5,3,20,Unfurnished,18,Swimming Pool,School,"3,380,565","4,110,639","4,748,320"
Sheikh Zayed,78,Villa,3,3,21,Unfurnished,12,Swimming Pool,Hospital,"789,369","989,382","1,186,520"
Maadi,232,Villa,1,2,20,Unfurnished,10,Swimming Pool,Metro Station,"2,096,496","2,615,794","3,123,809"
New Cairo,287,Apartment,3,2,11,Semi-Furnished,14,Garden,Hospital,"5,399,256","6,874,245","8,135,257"
New Cairo,242,Villa,2,3,17,Unfurnished,9,Gym,School,"3,403,818","4,628,080","5,504,903"
6th of October,172,Villa,3,2,29,Furnished,8,Gym,Metro Station,"1,592,882","2,220,831","2,671,647"
Nasr City,242,Apartment,4,3,6,Furnished,8,Swimming Pool,School,"2,760,251","3,373,787","3,934,297"
6th of October,205,Apartment,1,3,19,Furnished,19,None,Hospital,"1,774,630","2,392,656","2,888,413"
6th of October,378,Villa,3,1,23,Semi-Furnished,0,Gym,Mall,"4,058,640","5,395,387","6,639,257"
6th of October,175,Apartment,1,1,22,Furnished,16,Garden,School,"1,677,520","2,133,904","2,616,200"
6th of October,172,Villa,1,3,6,Semi-Furnished,11,None,School,"1,989,099","2,758,511","3,214,741"
Sheikh Zayed,310,Villa,2,3,8,Semi-Furnished,9,None,Mall,"3,626,815","4,207,622","4,901,564"
Sheikh Zayed,310,Apartment,2,3,0,Furnished,4,None,Hospital,"2,979,554","3,375,177","3,971,968"
Maadi,362,Villa,4,3,25,Unfurnished,17,None,School,"5,170,178","7,011,737","8,316,673"
New Cairo,372,Villa,5,3,5,Semi-Furnished,14,Gym,Hospital,"6,877,080","8,470,809","10,087,426"
6th of October,177,Apartment,1,3,5,Furnished,5,Swimming Pool,Mall,"1,489,630","2,017,094","2,456,759"
Maadi,360,Apartment,5,2,21,Semi-Furnished,6,None,Metro Station,"4,284,336","5,860,659","6,772,977"
New Cairo,220,Apartment,4,3,28,Unfurnished,16,Garden,School,"2,383,320","2,666,309","3,075,500"
Nasr City,257,Apartment,1,2,11,Unfurnished,5,Garden,Hospital,"3,224,394","4,401,425","5,234,135"
Sheikh Zayed,319,Villa,1,2,21,Furnished,7,Swimming Pool,Mall,"3,994,816","4,931,583","6,015,133"
New Cairo,207,Apartment,5,3,11,Semi-Furnished,11,Gym,Mall,"2,593,971","3,250,582","3,801,048"
Nasr City,299,Apartment,3,3,9,Semi-Furnished,13,Swimming Pool,School,"3,144,385","4,049,898","4,917,185"
New Cairo,106,Apartment,2,2,22,Semi-Furnished,11,None,Metro Station,"2,207,289","3,041,456","3,576,700"
Sheikh Zayed,257,Apartment,3,2,29,Semi-Furnished,9,Gym,School,"2,568,479","2,840,056","3,517,718"
Sheikh Zayed,106,Apartment,5,3,25,Furnished,19,Gym,Hospital,"1,317,092","1,637,216","2,029,442"
Maadi,137,Villa,2,3,5,Unfurnished,14,None,Mall,"2,251,855","2,941,635","3,470,332"
6th of October,183,Apartment,3,2,16,Furnished,6,Garden,Metro Station,"1,389,059","1,829,130","2,145,568"
New Cairo,134,Villa,2,2,18,Semi-Furnished,8,None,Hospital,"1,745,444","2,282,622","2,718,901"
New Cairo,196,Apartment,1,2,17,Semi-Furnished,9,Swimming Pool,School,"2,198,404","2,506,907","2,943,242"
Nasr City,149,Apartment,3,1,5,Unfurnished,9,None,Mall,"1,884,005","2,241,625","2,728,592"
Sheikh Zayed,384,Apartment,2,2,23,Semi-Furnished,15,Garden,School,"4,576,311","5,526,421","6,811,902"
New Cairo,120,Apartment,2,1,18,Furnished,6,None,Metro Station,"2,187,181","2,933,735","3,571,262"
Sheikh Zayed,197,Apartment,2,3,9,Furnished,4,Swimming Pool,Metro Station,"1,889,244","2,236,162","2,755,925"
New Cairo,109,Apartment,3,3,23,Unfurnished,2,Swimming Pool,Metro Station,"1,699,758","1,977,179","2,352,248"
Maadi,318,Apartment,4,2,7,Furnished,17,Garden,Metro Station,"4,349,980","6,034,442","7,033,937"
6th of October,166,Apartment,3,3,20,Furnished,10,Swimming Pool,Metro Station,"1,649,530","1,818,869","2,225,923"
New Cairo,172,Villa,5,3,23,Furnished,14,Swimming Pool,School,"3,055,218","4,275,308","5,070,719"
Sheikh Zayed,313,Apartment,3,3,5,Furnished,19,None,Metro Station,"3,294,789","4,293,263","5,225,446"
Maadi,177,Villa,2,3,20,Semi-Furnished,4,Gym,Metro Station,"2,611,109","3,521,187","4,144,664"
New Cairo,257,Apartment,1,1,24,Furnished,11,Swimming Pool,Mall,"3,037,187","3,609,350","4,180,072"
Nasr City,396,Villa,3,1,29,Unfurnished,3,Swimming Pool,Metro Station,"3,105,299","3,429,165","4,283,912"
6th of October,110,Apartment,3,2,6,Unfurnished,14,Garden,Mall,"911,298","1,204,153","1,403,585"
New Cairo,304,Apartment,2,2,23,Furnished,8,Garden,Mall,"5,639,533","7,614,742","9,509,611"
Maadi,94,Apartment,1,2,0,Unfurnished,6,None,Mall,"1,063,871","1,406,589","1,755,041"
Nasr City,361,Villa,1,3,26,Furnished,9,None,School,"4,710,814","5,383,778","6,618,719"
Maadi,128,Villa,5,3,17,Unfurnished,12,Swimming Pool,School,"1,021,037","1,353,925","1,646,294"
Maadi,379,Villa,3,1,23,Unfurnished,7,Gym,Hospital,"3,874,331","5,155,483","6,226,693"
Nasr City,108,Villa,1,1,27,Furnished,11,Gym,Hospital,"1,151,106","1,493,632","1,847,040"
Maadi,133,Apartment,1,2,24,Furnished,18,None,Mall,"1,759,712","2,340,126","2,758,878"
Nasr City,251,Apartment,4,1,19,Semi-Furnished,0,Garden,School,"1,971,003","2,668,298","3,193,334"
New Cairo,320,Apartment,4,1,11,Furnished,15,Swimming Pool,Metro Station,"4,775,079","6,131,590","7,431,113"
Nasr City,129,Villa,1,1,15,Furnished,16,Swimming Pool,Hospital,"1,206,489","1,359,208","1,618,979"
Nasr City,149,Apartment,5,1,9,Semi-Furnished,17,Gym,School,"1,648,074","2,053,975","2,449,876"
6th of October,319,Villa,1,1,26,Furnished,10,None,Metro Station,"2,967,179","3,333,017","3,943,054"
Nasr City,185,Villa,2,2,9,Furnished,17,Gym,Metro Station,"1,728,681","2,112,903","2,549,056"
Nasr City,290,Villa,3,2,13,Semi-Furnished,6,Gym,School,"3,595,053","4,393,629","5,426,384"
New Cairo,354,Villa,5,1,24,Furnished,17,None,Hospital,"4,234,394","4,741,687","5,548,498"
6th of October,188,Villa,2,2,19,Furnished,7,Garden,School,"1,954,961","2,355,036","2,928,354"
Sheikh Zayed,339,Apartment,5,3,9,Semi-Furnished,5,Swimming Pool,Hospital,"3,224,322","3,654,122","4,454,041"
New Cairo,372,Villa,2,1,9,Semi-Furnished,6,Garden,Mall,"6,142,828","8,246,565","10,162,468"
New Cairo,159,Villa,3,3,25,Unfurnished,9,None,School,"2,336,527","3,234,470","3,899,539"
Sheikh Zayed,385,Apartment,3,2,24,Furnished,10,None,School,"5,730,986","6,428,418","7,893,787"
Nasr City,356,Villa,4,2,10,Unfurnished,12,Swimming Pool,Hospital,"3,902,754","5,411,304","6,231,766"
Maadi,241,Villa,2,3,22,Unfurnished,8,Garden,Hospital,"3,248,361","4,082,452","5,028,920"
6th of October,233,Apartment,4,2,1,Semi-Furnished,6,Swimming Pool,School,"2,198,293","2,615,683","3,018,534"
Maadi,375,Apartment,2,1,24,Furnished,8,Gym,Metro Station,"3,787,897","4,254,030","5,270,707"
Sheikh Zayed,247,Apartment,4,3,19,Furnished,12,Gym,Metro Station,"2,979,544","3,724,988","4,653,241"
New Cairo,116,Villa,3,1,7,Semi-Furnished,2,Gym,Metro Station,"2,162,318","2,893,949","3,413,143"
New Cairo,90,Apartment,5,3,29,Unfurnished,2,Garden,Mall,"1,580,961","2,074,420","2,429,212"
6th of October,143,Apartment,4,2,22,Semi-Furnished,0,Gym,Mall,"1,278,761","1,425,906","1,748,925"
New Cairo,211,Apartment,2,3,28,Furnished,19,Swimming Pool,Hospital,"3,522,933","3,952,275","4,645,120"
New Cairo,95,Villa,2,3,6,Semi-Furnished,1,Garden,Mall,"1,514,275","1,848,721","2,286,048"
6th of October,272,Apartment,3,1,7,Furnished,2,Swimming Pool,Metro Station,"3,109,390","3,695,781","4,288,156"
6th of October,165,Villa,2,2,0,Unfurnished,14,None,School,"1,499,202","1,753,640","2,038,774"
Sheikh Zayed,279,Villa,1,1,20,Furnished,5,Garden,Mall,"3,099,006","3,670,157","4,580,045"
New Cairo,222,Apartment,5,2,1,Unfurnished,12,Swimming Pool,Mall,"2,750,174","3,688,106","4,489,842"
New Cairo,279,Villa,4,1,17,Unfurnished,0,Swimming Pool,Metro Station,"3,195,927","4,406,444","5,440,586"
Sheikh Zayed,329,Villa,5,3,14,Furnished,19,Garden,Mall,"3,107,405","3,795,791","4,488,269"
Nasr City,179,Apartment,3,1,0,Furnished,18,None,Hospital,"1,361,935","1,868,348","2,274,990"
Nasr City,395,Villa,4,2,4,Unfurnished,0,Garden,School,"3,256,359","3,896,066","4,711,997"
Nasr City,241,Apartment,4,2,1,Semi-Furnished,1,Gym,Metro Station,"2,048,739","2,546,441","3,081,996"
Sheikh Zayed,165,Villa,1,3,19,Furnished,14,Gym,Hospital,"2,237,012","2,612,402","3,182,567"
New Cairo,276,Villa,3,2,2,Unfurnished,13,None,Metro Station,"3,633,212","4,694,629","5,668,933"
Sheikh Zayed,264,Apartment,2,1,18,Unfurnished,18,Swimming Pool,Hospital,"3,222,550","4,491,251","5,357,641"
Sheikh Zayed,129,Apartment,1,3,17,Semi-Furnished,10,Swimming Pool,School,"1,229,655","1,575,247","1,854,999"
Nasr City,103,Villa,1,2,28,Furnished,14,Swimming Pool,School,"858,359","1,036,334","1,271,435"
Maadi,388,Villa,5,2,21,Unfurnished,5,Garden,Hospital,"5,975,266","7,734,057","9,069,166"
New Cairo,360,Apartment,5,1,17,Semi-Furnished,19,Garden,Hospital,"6,661,110","7,572,858","9,233,096"
Nasr City,287,Villa,5,1,13,Unfurnished,8,None,Hospital,"2,318,163","3,167,996","3,717,115"
Maadi,243,Villa,1,3,29,Furnished,4,Gym,Hospital,"2,274,966","2,845,812","3,450,641"
Maadi,166,Villa,2,2,23,Semi-Furnished,19,Swimming Pool,Hospital,"2,402,402","2,966,498","3,633,093"
6th of October,143,Villa,4,1,7,Unfurnished,1,Gym,Hospital,"1,251,017","1,595,997","1,870,304"
New Cairo,397,Apartment,5,3,28,Semi-Furnished,5,Garden,School,"4,955,442","6,379,811","7,375,025"
Maadi,309,Apartment,2,2,29,Furnished,17,Garden,Hospital,"4,109,173","4,608,572","5,360,218"
Nasr City,80,Apartment,3,2,11,Semi-Furnished,18,Garden,Mall,"641,438","836,939","1,013,199"
6th of October,255,Apartment,5,3,20,Furnished,8,Gym,School,"2,578,975","3,024,053","3,734,539"
New Cairo,237,Apartment,4,3,9,Unfurnished,5,None,Metro Station,"3,156,690","4,148,477","4,789,416"
Sheikh Zayed,66,Apartment,3,1,22,Furnished,13,None,School,"1,018,160","1,371,218","1,677,569"
Nasr City,129,Villa,3,2,19,Unfurnished,12,Garden,Metro Station,"1,621,762","2,175,087","2,575,589"
Maadi,186,Apartment,4,2,16,Unfurnished,10,Swimming Pool,Metro Station,"2,250,203","2,848,195","3,411,719"
Maadi,219,Villa,5,2,10,Furnished,11,Gym,Mall,"2,393,579","3,006,458","3,736,684"
Nasr City,307,Villa,1,3,1,Unfurnished,18,Garden,Hospital,"2,522,961","2,883,399","3,411,629"
Maadi,262,Villa,4,1,25,Semi-Furnished,18,Gym,Hospital,"2,484,044","3,310,247","3,960,822"
6th of October,207,Apartment,4,2,25,Unfurnished,18,Gym,School,"1,676,049","1,980,122","2,279,850"
New Cairo,202,Villa,4,3,3,Furnished,12,None,Hospital,"2,763,232","3,451,301","3,997,159"
6th of October,258,Apartment,3,2,0,Semi-Furnished,13,Garden,Mall,"2,570,090","3,046,283","3,581,999"
Maadi,213,Villa,2,1,14,Semi-Furnished,17,None,School,"2,314,340","2,638,692","3,041,845"
Sheikh Zayed,201,Villa,1,2,12,Unfurnished,11,Garden,School,"1,609,776","2,074,788","2,517,003"
New Cairo,372,Apartment,5,1,7,Unfurnished,3,Gym,School,"6,580,662","7,345,991","8,761,121"
New Cairo,224,Villa,5,1,24,Furnished,9,None,Hospital,"3,629,466","4,807,567","5,792,227"
Nasr City,373,Villa,2,2,3,Semi-Furnished,16,Gym,Hospital,"4,440,885","5,308,083","6,197,000"
Nasr City,80,Villa,4,2,9,Furnished,3,Garden,Hospital,"1,025,529","1,128,123","1,330,726"
Sheikh Zayed,141,Villa,1,1,18,Unfurnished,11,Swimming Pool,School,"1,420,603","1,780,496","2,165,765"
New Cairo,128,Apartment,5,3,17,Semi-Furnished,12,None,School,"1,812,701","2,019,450","2,517,306"
Sheikh Zayed,190,Villa,5,1,4,Furnished,3,None,Metro Station,"2,357,587","2,788,674","3,221,035"
Nasr City,146,Villa,4,2,29,Furnished,9,Gym,Metro Station,"1,438,980","1,888,076","2,339,398"
Nasr City,277,Apartment,2,2,18,Furnished,2,Gym,Hospital,"1,932,353","2,161,930","2,610,937"
New Cairo,364,Villa,1,3,25,Furnished,14,Swimming Pool,School,"6,457,316","8,729,010","10,530,607"
6th of October,220,Villa,2,1,22,Furnished,1,None,Hospital,"1,587,391","1,747,949","2,097,588"
Maadi,237,Villa,2,1,26,Semi-Furnished,16,Garden,Hospital,"2,700,783","3,170,847","3,668,478"
Nasr City,176,Villa,1,1,21,Furnished,5,Garden,Metro Station,"1,962,495","2,594,951","3,007,517"
Nasr City,255,Apartment,1,2,15,Semi-Furnished,7,None,Mall,"3,084,816","3,685,989","4,460,383"
6th of October,386,Villa,5,1,0,Furnished,2,None,Hospital,"4,242,288","4,796,194","5,679,154"
6th of October,145,Apartment,5,3,11,Unfurnished,17,None,Mall,"878,001","1,060,687","1,317,084"
Sheikh Zayed,348,Villa,1,2,23,Unfurnished,0,Swimming Pool,Mall,"5,270,197","6,224,724","7,411,524"
Sheikh Zayed,140,Villa,3,2,1,Furnished,15,Garden,School,"1,497,778","2,026,215","2,359,179"
Maadi,211,Villa,5,1,20,Unfurnished,6,Garden,School,"2,280,592","2,723,037","3,326,113"
Maadi,120,Apartment,3,3,24,Semi-Furnished,2,Gym,Hospital,"1,341,260","1,792,835","2,114,354"
New Cairo,120,Villa,1,2,7,Furnished,3,Gym,Metro Station,"2,435,560","3,330,779","4,005,419"
Sheikh Zayed,87,Villa,5,2,17,Semi-Furnished,8,None,Metro Station,"940,259","1,156,655","1,410,869"
Nasr City,102,Apartment,2,1,24,Furnished,4,Gym,Hospital,"1,300,952","1,786,186","2,214,917"
Sheikh Zayed,228,Apartment,1,1,15,Unfurnished,18,Swimming Pool,Hospital,"2,147,572","2,605,425","3,202,638"
Nasr City,145,Apartment,4,3,4,Semi-Furnished,14,Garden,Metro Station,"1,565,878","2,175,355","2,648,791"
6th of October,236,Apartment,3,1,25,Unfurnished,7,Garden,Mall,"1,726,862","1,945,805","2,369,920"
Sheikh Zayed,76,Villa,1,3,29,Unfurnished,5,Gym,Hospital,"708,987","926,012","1,152,508"
6th of October,157,Villa,1,2,21,Furnished,17,None,Mall,"1,130,532","1,411,067","1,664,470"
Maadi,257,Villa,5,3,12,Semi-Furnished,18,Gym,Hospital,"2,720,871","3,309,381","3,806,156"
Maadi,157,Villa,5,3,18,Unfurnished,14,None,Hospital,"1,743,123","2,248,303","2,646,693"
New Cairo,124,Apartment,5,3,28,Furnished,6,Swimming Pool,Mall,"1,846,864","2,421,529","2,837,521"
Sheikh Zayed,389,Villa,4,2,2,Furnished,9,Garden,Mall,"3,740,323","4,119,252","5,009,766"
6th of October,64,Villa,5,1,25,Furnished,5,Swimming Pool,Metro Station,"578,516","665,344","807,309"
Nasr City,61,Villa,1,2,7,Unfurnished,13,Garden,Hospital,"701,500","921,711","1,114,668"
Maadi,81,Villa,5,1,26,Furnished,16,Swimming Pool,School,"666,811","866,798","998,226"
Maadi,171,Apartment,2,3,25,Semi-Furnished,8,Gym,School,"2,160,006","3,002,008","3,671,088"
Nasr City,116,Villa,5,3,25,Semi-Furnished,18,Swimming Pool,Hospital,"1,059,561","1,407,426","1,664,075"
6th of October,125,Villa,4,3,11,Unfurnished,4,Swimming Pool,Hospital,"1,301,578","1,802,987","2,193,344"
6th of October,389,Villa,2,3,1,Semi-Furnished,6,Gym,Hospital,"4,164,487","5,458,652","6,581,267"
Sheikh Zayed,157,Apartment,1,3,10,Furnished,18,Garden,Mall,"1,849,938","2,200,345","2,605,809"
Sheikh Zayed,203,Apartment,1,1,11,Unfurnished,19,Garden,School,"1,737,337","1,965,987","2,287,343"
New Cairo,184,Villa,3,1,27,Furnished,6,Gym,School,"3,422,605","4,567,628","5,295,900"
Maadi,226,Villa,2,3,17,Unfurnished,1,Swimming Pool,School,"3,215,486","4,158,411","5,127,952"
Sheikh Zayed,145,Villa,3,2,12,Unfurnished,15,Swimming Pool,Hospital,"1,651,600","1,840,636","2,285,775"
6th of October,135,Apartment,2,2,4,Furnished,12,Swimming Pool,Mall,"1,592,123","1,923,309","2,336,780"
Nasr City,353,Villa,2,3,21,Semi-Furnished,7,None,Hospital,"3,918,767","5,435,486","6,307,031"
6th of October,118,Villa,4,1,11,Semi-Furnished,5,Garden,Metro Station,"983,598","1,229,616","1,463,492"
Maadi,197,Villa,3,2,1,Unfurnished,5,Swimming Pool,Metro Station,"2,671,237","3,285,138","4,017,375"
6th of October,158,Apartment,4,2,4,Furnished,8,Garden,School,"1,627,392","2,013,589","2,472,651"
New Cairo,251,Villa,2,2,6,Furnished,3,Swimming Pool,Hospital,"4,062,368","4,723,172","5,487,485"
Maadi,302,Villa,1,3,25,Unfurnished,10,Gym,Metro Station,"4,176,315","5,055,898","5,814,299"
Nasr City,378,Apartment,2,2,25,Semi-Furnished,4,Gym,Metro Station,"3,683,211","4,460,162","5,446,811"
New Cairo,108,Apartment,4,2,23,Furnished,16,Garden,Hospital,"1,643,809","1,834,009","2,174,510"
Maadi,91,Villa,3,2,11,Semi-Furnished,19,Garden,Mall,"1,113,698","1,481,519","1,741,449"
Nasr City,336,Apartment,3,2,15,Semi-Furnished,6,Gym,Hospital,"3,153,762","3,863,204","4,447,668"
New Cairo,79,Villa,4,1,22,Unfurnished,14,None,Hospital,"1,004,910","1,353,266","1,629,373"
New Cairo,213,Apartment,3,3,7,Unfurnished,14,Gym,Mall,"4,138,981","5,608,752","6,927,454"
Maadi,127,Apartment,5,3,29,Semi-Furnished,13,Swimming Pool,School,"1,980,406","2,304,397","2,870,733"
Sheikh Zayed,273,Villa,1,1,27,Furnished,12,None,School,"2,351,305","3,050,127","3,680,206"
New Cairo,202,Villa,1,1,8,Furnished,10,Gym,School,"3,450,656","4,284,626","5,147,748"
New Cairo,291,Villa,1,3,14,Unfurnished,12,None,Mall,"3,023,636","4,124,382","4,778,120"
Nasr City,272,Apartment,3,2,4,Semi-Furnished,8,None,Metro Station,"2,717,875","3,165,569","3,814,154"
6th of October,138,Villa,3,2,12,Furnished,9,None,Mall,"1,310,966","1,708,640","2,029,861"
Maadi,273,Villa,2,3,4,Furnished,3,Garden,Hospital,"2,769,708","3,551,668","4,300,053"
Maadi,175,Villa,2,2,10,Unfurnished,16,Gym,Mall,"2,720,899","3,234,035","3,844,855"
Sheikh Zayed,151,Villa,1,1,9,Semi-Furnished,13,Garden,Metro Station,"1,852,943","2,114,172","2,482,101"
Sheikh Zayed,329,Villa,5,2,19,Furnished,17,Garden,Metro Station,"2,934,617","3,801,773","4,408,143"
Maadi,227,Apartment,2,2,12,Unfurnished,10,Swimming Pool,Hospital,"1,947,858","2,574,249","3,041,455"
Sheikh Zayed,117,Villa,2,2,8,Furnished,15,Swimming Pool,School,"1,165,885","1,392,870","1,615,261"
Nasr City,343,Villa,3,3,20,Furnished,0,None,Metro Station,"3,481,843","4,503,590","5,258,796"
Maadi,85,Apartment,5,1,13,Furnished,6,None,Metro Station,"1,391,654","1,695,785","2,117,584"
Sheikh Zayed,125,Villa,1,2,17,Unfurnished,9,Swimming Pool,Metro Station,"1,471,895","1,934,014","2,310,006"
Maadi,307,Villa,2,3,14,Semi-Furnished,8,Swimming Pool,Hospital,"3,582,644","4,155,024","4,999,272"
6th of October,313,Villa,5,2,9,Unfurnished,2,Gym,Metro Station,"2,931,578","4,007,656","4,958,921"
New Cairo,103,Villa,5,1,23,Semi-Furnished,13,None,School,"1,531,821","1,817,081","2,270,547"
Maadi,156,Villa,1,2,6,Furnished,14,None,Hospital,"2,036,825","2,465,242","2,978,682"
New Cairo,101,Apartment,5,1,7,Semi-Furnished,1,Swimming Pool,School,"1,231,335","1,375,927","1,694,107"
Sheikh Zayed,286,Apartment,5,2,27,Furnished,13,Gym,Metro Station,"3,528,100","3,998,938","4,729,520"
New Cairo,321,Apartment,5,1,2,Furnished,15,Swimming Pool,Metro Station,"4,405,899","5,528,340","6,526,616"
Maadi,226,Villa,2,2,14,Unfurnished,6,Swimming Pool,School,"3,717,033","4,387,132","5,221,874"
6th of October,338,Apartment,1,1,15,Furnished,3,Garden,Hospital,"2,659,334","3,591,814","4,372,139"
Sheikh Zayed,148,Villa,5,2,3,Unfurnished,17,None,Hospital,"1,472,654","1,626,411","1,981,325"
Maadi,237,Villa,5,2,20,Semi-Furnished,4,Gym,School,"2,797,196","3,395,036","4,011,317"
Sheikh Zayed,256,Villa,2,3,5,Semi-Furnished,5,Garden,Metro Station,"1,907,329","2,291,090","2,665,274"
Nasr City,366,Apartment,1,3,0,Furnished,6,None,Mall,"4,167,411","4,608,316","5,590,992"
New Cairo,326,Apartment,3,1,3,Unfurnished,14,Swimming Pool,School,"4,600,549","5,232,253","6,084,235"
Nasr City,327,Apartment,2,2,10,Furnished,0,Gym,School,"2,187,205","2,677,342","3,233,825"
Maadi,133,Villa,1,1,11,Unfurnished,3,None,School,"1,480,698","1,847,703","2,252,982"
6th of October,67,Apartment,5,3,25,Unfurnished,0,Swimming Pool,Metro Station,"700,236","855,189","1,043,384"
Sheikh Zayed,356,Villa,1,1,28,Unfurnished,10,Garden,Hospital,"2,701,713","3,402,217","4,168,897"
New Cairo,223,Apartment,1,1,4,Semi-Furnished,17,Gym,Metro Station,"3,400,937","4,348,232","5,380,007"
Sheikh Zayed,144,Apartment,1,3,22,Unfurnished,13,None,School,"1,631,198","1,799,174","2,159,002"
Maadi,131,Villa,3,2,28,Semi-Furnished,10,Garden,Metro Station,"1,968,281","2,439,150","2,983,142"
Sheikh Zayed,114,Villa,1,1,20,Unfurnished,9,Swimming Pool,Metro Station,"1,094,768","1,520,688","1,842,948"
New Cairo,106,Apartment,3,3,15,Semi-Furnished,16,Swimming Pool,School,"1,639,897","2,059,235","2,406,554"
Maadi,297,Apartment,5,2,12,Semi-Furnished,3,None,Metro Station,"4,606,194","6,003,081","6,918,965"
Sheikh Zayed,163,Apartment,3,3,12,Semi-Furnished,14,Swimming Pool,Mall,"2,212,686","2,640,972","3,112,265"
6th of October,269,Villa,5,1,16,Furnished,15,Gym,Metro Station,"2,355,798","3,138,389","3,748,188"
Maadi,101,Villa,5,2,26,Unfurnished,12,None,Metro Station,"1,177,697","1,568,548","1,900,626"
Maadi,375,Apartment,3,2,6,Furnished,8,Garden,Hospital,"4,820,702","6,056,676","7,479,971"
6th of October,327,Apartment,2,3,7,Unfurnished,10,None,Hospital,"2,823,764","3,932,950","4,600,075"
Nasr City,322,Villa,4,3,12,Unfurnished,10,None,School,"2,836,712","3,227,229","3,751,831"
New Cairo,395,Apartment,1,3,22,Furnished,5,Garden,School,"5,825,397","6,437,555","8,023,434"
Nasr City,318,Villa,4,2,26,Semi-Furnished,0,Swimming Pool,Hospital,"3,454,699","4,598,368","5,337,807"
Sheikh Zayed,342,Villa,1,2,15,Unfurnished,5,Garden,Mall,"4,132,384","5,546,266","6,643,589"
6th of October,173,Villa,1,1,29,Semi-Furnished,12,Gym,Metro Station,"1,674,650","1,902,506","2,299,286"
Nasr City,99,Villa,5,2,28,Furnished,4,Swimming Pool,Mall,"1,104,646","1,303,123","1,569,139"
Maadi,279,Villa,1,1,3,Semi-Furnished,14,None,Mall,"3,265,200","3,608,913","4,181,299"
Sheikh Zayed,188,Villa,1,3,7,Unfurnished,17,Swimming Pool,Hospital,"2,873,163","3,413,296","3,944,755"
Sheikh Zayed,67,Apartment,3,3,15,Unfurnished,19,Swimming Pool,School,"827,051","1,101,585","1,278,443"
Nasr City,160,Villa,4,2,20,Unfurnished,13,Gym,Metro Station,"1,867,911","2,344,953","2,834,014"
Nasr City,235,Villa,3,3,9,Furnished,14,Swimming Pool,School,"2,196,685","2,645,751","3,186,633"
6th of October,166,Apartment,1,3,24,Unfurnished,4,Swimming Pool,Mall,"1,671,715","2,025,320","2,376,458"
New Cairo,160,Villa,5,2,11,Furnished,3,Swimming Pool,Mall,"2,240,776","2,465,764","2,992,888"
Nasr City,319,Apartment,3,1,11,Semi-Furnished,1,None,School,"3,066,496","3,648,947","4,495,528"
Nasr City,305,Villa,3,2,25,Unfurnished,6,Swimming Pool,School,"2,328,705","3,013,199","3,477,708"
Maadi,334,Apartment,2,1,4,Unfurnished,9,Garden,Hospital,"3,924,274","5,463,603","6,555,302"
Sheikh Zayed,91,Apartment,1,2,15,Unfurnished,15,Swimming Pool,School,"951,600","1,288,579","1,570,689"
New Cairo,196,Villa,5,2,0,Semi-Furnished,9,Gym,School,"3,074,486","3,403,698","4,000,132"
Maadi,71,Villa,3,3,27,Unfurnished,17,Swimming Pool,Hospital,"1,153,672","1,580,032","1,865,666"
6th of October,361,Villa,3,2,8,Furnished,16,Swimming Pool,School,"2,941,966","3,927,406","4,757,518"
6th of October,75,Villa,5,2,11,Semi-Furnished,12,None,Mall,"649,632","866,683","1,074,508"
Nasr City,188,Apartment,1,1,4,Semi-Furnished,0,Garden,School,"2,365,996","2,927,680","3,603,952"
Nasr City,122,Apartment,2,3,21,Semi-Furnished,0,Swimming Pool,Metro Station,"1,231,474","1,501,662","1,814,477"
6th of October,168,Apartment,3,1,19,Semi-Furnished,14,Garden,Mall,"1,541,992","1,836,320","2,245,860"
Nasr City,80,Villa,2,1,21,Semi-Furnished,0,Gym,Hospital,"730,289","817,711","970,200"
New Cairo,217,Apartment,4,3,27,Furnished,5,None,Mall,"2,822,208","3,297,667","4,003,686"
Nasr City,328,Villa,1,3,23,Semi-Furnished,12,Garden,Hospital,"4,054,560","4,759,977","5,695,875"
Sheikh Zayed,221,Villa,4,3,2,Unfurnished,0,None,Metro Station,"2,481,222","3,089,675","3,611,810"
